O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Date,Domain Source
493022,Automotive Glass Installers and Repairers,1.C.3.c,Social Orientation,IM,Importance,3.41,17,0.44,2.48,4.34,N,Jul-14,Incumbent
493022,Automotive Glass Installers and Repairers,1.C.4.a,Self Control,IM,Importance,4.05,17,0.34,3.33,4.78,N,Jul-14,Incumbent
493022,Automotive Glass Installers and Repairers,1.C.4.b,Stress Tolerance,IM,Importance,3.69,17,0.15,3.36,4.02,N,Jul-14,Incumbent
493022,Automotive Glass Installers and Repairers,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.73,17,0.14,3.44,4.02,N,Jul-14,Incumbent
493022,Automotive Glass Installers and Repairers,1.C.5.a,Dependability,IM,Importance,4.41,17,0.23,3.91,4.9,N,Jul-14,Incumbent
493022,Automotive Glass Installers and Repairers,1.C.5.b,Attention to Detail,IM,Importance,4.58,17,0.22,4.11,5,N,Jul-14,Incumbent
493022,Automotive Glass Installers and Repairers,1.C.5.c,Integrity,IM,Importance,4.09,17,0.34,3.38,4.81,N,Jul-14,Incumbent
493022,Automotive Glass Installers and Repairers,1.C.6,Independence,IM,Importance,4.07,17,0.17,3.7,4.44,N,Jul-14,Incumbent
493022,Automotive Glass Installers and Repairers,1.C.7.a,Innovation,IM,Importance,3.34,17,0.21,2.89,3.8,N,Jul-14,Incumbent
493022,Automotive Glass Installers and Repairers,1.C.7.b,Analytical Thinking,IM,Importance,2.99,17,0.28,2.39,3.58,N,Jul-14,Incumbent
493023.01,Automotive Master Mechanics,1.C.1.a,Achievement/Effort,IM,Importance,3.64,26,0.19,3.24,4.03,N,Aug-18,Incumbent
493023.01,Automotive Master Mechanics,1.C.1.b,Persistence,IM,Importance,4,26,0.19,3.6,4.39,N,Aug-18,Incumbent
493023.01,Automotive Master Mechanics,1.C.1.c,Initiative,IM,Importance,3.57,25,0.16,3.24,3.91,N,Aug-18,Incumbent
493023.01,Automotive Master Mechanics,1.C.2.b,Leadership,IM,Importance,3.19,26,0.27,2.63,3.74,N,Aug-18,Incumbent
493023.01,Automotive Master Mechanics,1.C.3.a,Cooperation,IM,Importance,3.54,26,0.16,3.21,3.87,N,Aug-18,Incumbent
493023.01,Automotive Master Mechanics,1.C.3.b,Concern for Others,IM,Importance,3.14,26,0.18,2.76,3.51,N,Aug-18,Incumbent
493023.01,Automotive Master Mechanics,1.C.3.c,Social Orientation,IM,Importance,2.46,26,0.26,1.92,3,N,Aug-18,Incumbent
493023.01,Automotive Master Mechanics,1.C.4.a,Self Control,IM,Importance,3.6,26,0.18,3.24,3.97,N,Aug-18,Incumbent
493023.01,Automotive Master Mechanics,1.C.4.b,Stress Tolerance,IM,Importance,3.61,26,0.24,3.11,4.11,N,Aug-18,Incumbent
493023.01,Automotive Master Mechanics,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.56,26,0.13,3.3,3.82,N,Aug-18,Incumbent
493023.01,Automotive Master Mechanics,1.C.5.a,Dependability,IM,Importance,4.29,26,0.13,4.01,4.57,N,Aug-18,Incumbent
493023.01,Automotive Master Mechanics,1.C.5.b,Attention to Detail,IM,Importance,4.43,26,0.14,4.15,4.72,N,Aug-18,Incumbent
493023.01,Automotive Master Mechanics,1.C.5.c,Integrity,IM,Importance,3.92,24,0.48,2.92,4.91,N,Aug-18,Incumbent
493023.01,Automotive Master Mechanics,1.C.6,Independence,IM,Importance,3.95,24,0.17,3.6,4.31,N,Aug-18,Incumbent
493023.01,Automotive Master Mechanics,1.C.7.a,Innovation,IM,Importance,3.27,23,0.28,2.69,3.85,N,Aug-18,Incumbent
493023.01,Automotive Master Mechanics,1.C.7.b,Analytical Thinking,IM,Importance,3.84,24,0.18,3.46,4.22,N,Aug-18,Incumbent
493023.02,Automotive Specialty Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.86,37,0.1,3.66,4.06,N,Jul-14,Incumbent
493023.02,Automotive Specialty Technicians,1.C.1.b,Persistence,IM,Importance,3.83,37,0.12,3.59,4.08,N,Jul-14,Incumbent
493023.02,Automotive Specialty Technicians,1.C.1.c,Initiative,IM,Importance,4.02,37,0.13,3.76,4.29,N,Jul-14,Incumbent
493023.02,Automotive Specialty Technicians,1.C.2.b,Leadership,IM,Importance,3.41,37,0.26,2.87,3.95,N,Jul-14,Incumbent
493023.02,Automotive Specialty Technicians,1.C.3.a,Cooperation,IM,Importance,3.84,37,0.19,3.45,4.22,N,Jul-14,Incumbent
493023.02,Automotive Specialty Technicians,1.C.3.b,Concern for Others,IM,Importance,3.25,37,0.15,2.93,3.56,N,Jul-14,Incumbent
493023.02,Automotive Specialty Technicians,1.C.3.c,Social Orientation,IM,Importance,2.95,37,0.24,2.46,3.43,N,Jul-14,Incumbent
493023.02,Automotive Specialty Technicians,1.C.4.a,Self Control,IM,Importance,3.84,37,0.1,3.65,4.03,N,Jul-14,Incumbent
493023.02,Automotive Specialty Technicians,1.C.4.b,Stress Tolerance,IM,Importance,3.82,37,0.14,3.54,4.09,N,Jul-14,Incumbent
493023.02,Automotive Specialty Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.66,37,0.12,3.43,3.9,N,Jul-14,Incumbent
493023.02,Automotive Specialty Technicians,1.C.5.a,Dependability,IM,Importance,4.15,37,0.12,3.91,4.4,N,Jul-14,Incumbent
493023.02,Automotive Specialty Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.39,37,0.13,4.12,4.66,N,Jul-14,Incumbent
493023.02,Automotive Specialty Technicians,1.C.5.c,Integrity,IM,Importance,4.19,37,0.18,3.82,4.55,N,Jul-14,Incumbent
493023.02,Automotive Specialty Technicians,1.C.6,Independence,IM,Importance,3.62,37,0.15,3.33,3.92,N,Jul-14,Incumbent
493023.02,Automotive Specialty Technicians,1.C.7.a,Innovation,IM,Importance,3.17,37,0.28,2.6,3.74,N,Jul-14,Incumbent
493023.02,Automotive Specialty Technicians,1.C.7.b,Analytical Thinking,IM,Importance,3.61,37,0.26,3.08,4.15,N,Jul-14,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.1.a,Achievement/Effort,IM,Importance,3.58,37,0.28,3.02,4.15,N,Jul-13,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.1.b,Persistence,IM,Importance,3.79,37,0.17,3.45,4.13,N,Jul-13,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.1.c,Initiative,IM,Importance,3.88,36,0.19,3.49,4.26,N,Jul-13,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.2.b,Leadership,IM,Importance,3.73,37,0.29,3.13,4.32,N,Jul-13,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.3.a,Cooperation,IM,Importance,3.64,37,0.19,3.26,4.02,N,Jul-13,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.3.b,Concern for Others,IM,Importance,3.64,37,0.24,3.15,4.13,N,Jul-13,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.3.c,Social Orientation,IM,Importance,2.99,37,0.22,2.55,3.43,N,Jul-13,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.4.a,Self Control,IM,Importance,3.73,37,0.29,3.14,4.31,N,Jul-13,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.4.b,Stress Tolerance,IM,Importance,4.17,37,0.19,3.79,4.55,N,Jul-13,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.4,37,0.14,4.13,4.68,N,Jul-13,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.5.a,Dependability,IM,Importance,4.25,37,0.22,3.79,4.71,N,Jul-13,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.5.b,Attention to Detail,IM,Importance,4.41,37,0.18,4.05,4.77,N,Jul-13,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.5.c,Integrity,IM,Importance,3.97,37,0.17,3.62,4.32,N,Jul-13,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.6,Independence,IM,Importance,3.76,37,0.2,3.37,4.16,N,Jul-13,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.7.a,Innovation,IM,Importance,3.67,36,0.18,3.3,4.04,N,Jul-13,Incumbent
493031,Bus and Truck Mechanics and Diesel Engine Specialists,1.C.7.b,Analytical Thinking,IM,Importance,3.99,37,0.24,3.51,4.48,N,Jul-13,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.8,34,0.18,3.44,4.16,N,Jul-16,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.1.b,Persistence,IM,Importance,4.05,34,0.15,3.74,4.36,N,Jul-16,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.1.c,Initiative,IM,Importance,3.78,34,0.2,3.37,4.19,N,Jul-16,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.2.b,Leadership,IM,Importance,3.38,33,0.24,2.89,3.86,N,Jul-16,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.3.a,Cooperation,IM,Importance,4.04,34,0.17,3.69,4.38,N,Jul-16,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.3.b,Concern for Others,IM,Importance,3.87,34,0.22,3.41,4.32,N,Jul-16,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.3.c,Social Orientation,IM,Importance,3.59,34,0.24,3.11,4.07,N,Jul-16,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.4.a,Self Control,IM,Importance,4.11,34,0.17,3.77,4.45,N,Jul-16,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.4.b,Stress Tolerance,IM,Importance,3.71,34,0.09,3.53,3.9,N,Jul-16,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.84,34,0.1,3.65,4.04,N,Jul-16,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.5.a,Dependability,IM,Importance,4.38,34,0.11,4.14,4.61,N,Jul-16,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.35,34,0.12,4.11,4.58,N,Jul-16,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.5.c,Integrity,IM,Importance,4.07,33,0.13,3.81,4.33,N,Jul-16,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.6,Independence,IM,Importance,3.82,33,0.15,3.52,4.13,N,Jul-16,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.7.a,Innovation,IM,Importance,3.76,33,0.19,3.38,4.14,N,Jul-16,Incumbent
493041,Farm Equipment Mechanics and Service Technicians,1.C.7.b,Analytical Thinking,IM,Importance,3.97,33,0.26,3.44,4.51,N,Jul-16,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.1.a,Achievement/Effort,IM,Importance,3.48,51,0.14,3.19,3.77,N,Jul-17,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.1.b,Persistence,IM,Importance,3.63,51,0.19,3.25,4.01,N,Jul-17,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.1.c,Initiative,IM,Importance,3.85,51,0.15,3.55,4.15,N,Jul-17,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.2.b,Leadership,IM,Importance,3.28,51,0.17,2.94,3.61,N,Jul-17,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.3.a,Cooperation,IM,Importance,3.6,51,0.22,3.16,4.04,N,Jul-17,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.3.b,Concern for Others,IM,Importance,3.49,51,0.14,3.21,3.76,N,Jul-17,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.3.c,Social Orientation,IM,Importance,2.87,51,0.21,2.44,3.3,N,Jul-17,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.4.a,Self Control,IM,Importance,3.65,50,0.13,3.39,3.91,N,Jul-17,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.4.b,Stress Tolerance,IM,Importance,3.74,51,0.15,3.44,4.05,N,Jul-17,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.4.c,Adaptability/Flexibility,IM,Importance,3.65,51,0.14,3.36,3.94,N,Jul-17,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.5.a,Dependability,IM,Importance,4.32,51,0.16,4,4.64,N,Jul-17,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.5.b,Attention to Detail,IM,Importance,4.44,51,0.13,4.17,4.7,N,Jul-17,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.5.c,Integrity,IM,Importance,4.32,51,0.2,3.92,4.71,N,Jul-17,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.6,Independence,IM,Importance,4.12,51,0.2,3.72,4.51,N,Jul-17,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.7.a,Innovation,IM,Importance,3.81,51,0.26,3.28,4.34,N,Jul-17,Incumbent
493042,"Mobile Heavy Equipment Mechanics, Except Engines",1.C.7.b,Analytical Thinking,IM,Importance,3.85,51,0.23,3.39,4.32,N,Jul-17,Incumbent
493043,Rail Car Repairers,1.C.1.a,Achievement/Effort,IM,Importance,2.86,16,0.36,2.08,3.64,N,Jun-06,Incumbent
493043,Rail Car Repairers,1.C.1.b,Persistence,IM,Importance,3.11,17,0.33,2.41,3.82,N,Jun-06,Incumbent
493043,Rail Car Repairers,1.C.1.c,Initiative,IM,Importance,3.24,17,0.28,2.65,3.83,N,Jun-06,Incumbent
493043,Rail Car Repairers,1.C.2.b,Leadership,IM,Importance,3.1,17,0.24,2.58,3.62,N,Jun-06,Incumbent
493043,Rail Car Repairers,1.C.3.a,Cooperation,IM,Importance,3.71,17,0.24,3.2,4.22,N,Jun-06,Incumbent
493043,Rail Car Repairers,1.C.3.b,Concern for Others,IM,Importance,3.23,17,0.23,2.74,3.72,N,Jun-06,Incumbent
493043,Rail Car Repairers,1.C.3.c,Social Orientation,IM,Importance,2.61,17,0.32,1.94,3.29,N,Jun-06,Incumbent
493043,Rail Car Repairers,1.C.4.a,Self Control,IM,Importance,4.07,17,0.19,3.67,4.48,N,Jun-06,Incumbent
493043,Rail Car Repairers,1.C.4.b,Stress Tolerance,IM,Importance,3.37,17,0.21,2.92,3.81,N,Jun-06,Incumbent
493043,Rail Car Repairers,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.25,17,0.2,2.83,3.68,N,Jun-06,Incumbent
493043,Rail Car Repairers,1.C.5.a,Dependability,IM,Importance,4.14,17,0.22,3.67,4.6,N,Jun-06,Incumbent
493043,Rail Car Repairers,1.C.5.b,Attention to Detail,IM,Importance,3.57,17,0.3,2.93,4.2,N,Jun-06,Incumbent
493043,Rail Car Repairers,1.C.5.c,Integrity,IM,Importance,3.57,18,0.3,2.94,4.2,N,Jun-06,Incumbent
493043,Rail Car Repairers,1.C.6,Independence,IM,Importance,3.43,18,0.4,2.59,4.26,N,Jun-06,Incumbent
493043,Rail Car Repairers,1.C.7.a,Innovation,IM,Importance,3.17,18,0.28,2.58,3.75,N,Jun-06,Incumbent
493043,Rail Car Repairers,1.C.7.b,Analytical Thinking,IM,Importance,2.51,18,0.17,2.16,2.86,N,Jun-06,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.71,37,0.12,3.46,3.95,N,Jul-15,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.1.b,Persistence,IM,Importance,4.03,37,0.12,3.77,4.28,N,Jul-15,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.1.c,Initiative,IM,Importance,4.1,37,0.15,3.8,4.4,N,Jul-15,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.2.b,Leadership,IM,Importance,3.51,37,0.25,3.01,4.01,N,Jul-15,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.3.a,Cooperation,IM,Importance,4.01,37,0.19,3.63,4.39,N,Jul-15,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.3.b,Concern for Others,IM,Importance,3.9,37,0.19,3.51,4.29,N,Jul-15,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.3.c,Social Orientation,IM,Importance,2.78,37,0.18,2.41,3.14,N,Jul-15,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.4.a,Self Control,IM,Importance,3.63,37,0.2,3.23,4.03,N,Jul-15,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.4.b,Stress Tolerance,IM,Importance,3.48,36,0.16,3.16,3.8,N,Jul-15,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.79,37,0.11,3.56,4.02,N,Jul-15,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.5.a,Dependability,IM,Importance,4.46,36,0.14,4.17,4.75,N,Jul-15,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.54,37,0.09,4.35,4.73,N,Jul-15,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.5.c,Integrity,IM,Importance,4.04,37,0.16,3.72,4.37,N,Jul-15,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.6,Independence,IM,Importance,4.1,37,0.14,3.82,4.39,N,Jul-15,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.7.a,Innovation,IM,Importance,3.54,36,0.18,3.19,3.9,N,Jul-15,Incumbent
493051,Motorboat Mechanics and Service Technicians,1.C.7.b,Analytical Thinking,IM,Importance,3.81,36,0.19,3.43,4.19,N,Jul-15,Incumbent
493052,Motorcycle Mechanics,1.C.1.a,Achievement/Effort,IM,Importance,4.13,21,0.22,3.66,4.59,N,Jul-14,Incumbent
493052,Motorcycle Mechanics,1.C.1.b,Persistence,IM,Importance,4.07,21,0.2,3.64,4.5,N,Jul-14,Incumbent
493052,Motorcycle Mechanics,1.C.1.c,Initiative,IM,Importance,4.08,21,0.31,3.42,4.73,N,Jul-14,Incumbent
493052,Motorcycle Mechanics,1.C.2.b,Leadership,IM,Importance,3.28,21,0.32,2.62,3.94,N,Jul-14,Incumbent
493052,Motorcycle Mechanics,1.C.3.a,Cooperation,IM,Importance,3.97,20,0.37,3.2,4.74,N,Jul-14,Incumbent
493052,Motorcycle Mechanics,1.C.3.b,Concern for Others,IM,Importance,3.29,20,0.29,2.68,3.9,N,Jul-14,Incumbent
493052,Motorcycle Mechanics,1.C.3.c,Social Orientation,IM,Importance,3.35,20,0.39,2.53,4.18,N,Jul-14,Incumbent
493052,Motorcycle Mechanics,1.C.4.a,Self Control,IM,Importance,4,20,0.33,3.32,4.69,N,Jul-14,Incumbent
493052,Motorcycle Mechanics,1.C.4.b,Stress Tolerance,IM,Importance,3.69,20,0.29,3.07,4.31,N,Jul-14,Incumbent
493052,Motorcycle Mechanics,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.5,20,0.34,2.8,4.21,N,Jul-14,Incumbent
493052,Motorcycle Mechanics,1.C.5.a,Dependability,IM,Importance,4.47,20,0.18,4.1,4.84,N,Jul-14,Incumbent
493052,Motorcycle Mechanics,1.C.5.b,Attention to Detail,IM,Importance,4.67,20,0.14,4.39,4.96,N,Jul-14,Incumbent
493052,Motorcycle Mechanics,1.C.5.c,Integrity,IM,Importance,4.22,21,0.24,3.72,4.72,N,Jul-14,Incumbent
493052,Motorcycle Mechanics,1.C.6,Independence,IM,Importance,4.36,21,0.19,3.96,4.76,N,Jul-14,Incumbent
493052,Motorcycle Mechanics,1.C.7.a,Innovation,IM,Importance,3.65,21,0.28,3.05,4.24,N,Jul-14,Incumbent
493052,Motorcycle Mechanics,1.C.7.b,Analytical Thinking,IM,Importance,4.18,21,0.23,3.7,4.66,N,Jul-14,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.1.a,Achievement/Effort,IM,Importance,3.89,19,0.27,3.33,4.46,N,Aug-18,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.1.b,Persistence,IM,Importance,3.31,20,0.2,2.89,3.74,N,Aug-18,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.1.c,Initiative,IM,Importance,3.79,20,0.23,3.3,4.28,N,Aug-18,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.2.b,Leadership,IM,Importance,3.16,20,0.47,2.17,4.15,N,Aug-18,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.3.a,Cooperation,IM,Importance,3.6,20,0.34,2.89,4.3,N,Aug-18,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.3.b,Concern for Others,IM,Importance,3.25,20,0.36,2.49,4,N,Aug-18,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.3.c,Social Orientation,IM,Importance,2.89,20,0.43,1.99,3.8,N,Aug-18,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.4.a,Self Control,IM,Importance,3.71,20,0.24,3.21,4.22,N,Aug-18,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.4.b,Stress Tolerance,IM,Importance,3.4,20,0.3,2.77,4.03,N,Aug-18,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.67,20,0.24,3.17,4.18,N,Aug-18,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.5.a,Dependability,IM,Importance,4.28,20,0.28,3.69,4.88,N,Aug-18,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.5.b,Attention to Detail,IM,Importance,4.11,20,0.14,3.82,4.41,N,Aug-18,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.5.c,Integrity,IM,Importance,4.12,20,0.2,3.7,4.55,N,Aug-18,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.6,Independence,IM,Importance,3.91,20,0.2,3.48,4.33,N,Aug-18,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.7.a,Innovation,IM,Importance,3.83,20,0.22,3.36,4.3,N,Aug-18,Incumbent
493053,Outdoor Power Equipment and Other Small Engine Mechanics,1.C.7.b,Analytical Thinking,IM,Importance,3.85,20,0.23,3.37,4.32,N,Aug-18,Incumbent
493091,Bicycle Repairers,1.C.1.a,Achievement/Effort,IM,Importance,4.09,16,0.3,3.45,4.74,N,Jul-16,Incumbent
493091,Bicycle Repairers,1.C.1.b,Persistence,IM,Importance,3.75,17,0.45,2.8,4.7,N,Jul-16,Incumbent
493091,Bicycle Repairers,1.C.1.c,Initiative,IM,Importance,4.19,17,0.24,3.69,4.69,N,Jul-16,Incumbent
493091,Bicycle Repairers,1.C.2.b,Leadership,IM,Importance,3.23,16,0.23,2.74,3.73,N,Jul-16,Incumbent
493091,Bicycle Repairers,1.C.3.a,Cooperation,IM,Importance,4.47,17,0.2,4.05,4.89,N,Jul-16,Incumbent
493091,Bicycle Repairers,1.C.3.b,Concern for Others,IM,Importance,3.54,17,0.49,2.49,4.58,N,Jul-16,Incumbent
493091,Bicycle Repairers,1.C.3.c,Social Orientation,IM,Importance,4.2,17,0.55,3.03,5,N,Jul-16,Incumbent
493091,Bicycle Repairers,1.C.4.a,Self Control,IM,Importance,4.48,17,0.2,4.05,4.9,N,Jul-16,Incumbent
493091,Bicycle Repairers,1.C.4.b,Stress Tolerance,IM,Importance,4.24,17,0.58,3,5,N,Jul-16,Incumbent
493091,Bicycle Repairers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.41,17,0.28,3.83,5,N,Jul-16,Incumbent
493091,Bicycle Repairers,1.C.5.a,Dependability,IM,Importance,4.48,17,0.2,4.06,4.9,N,Jul-16,Incumbent
493091,Bicycle Repairers,1.C.5.b,Attention to Detail,IM,Importance,4.79,17,0.15,4.47,5,N,Jul-16,Incumbent
493091,Bicycle Repairers,1.C.5.c,Integrity,IM,Importance,3.95,17,0.42,3.06,4.85,N,Jul-16,Incumbent
493091,Bicycle Repairers,1.C.6,Independence,IM,Importance,4.1,17,0.31,3.45,4.75,N,Jul-16,Incumbent
493091,Bicycle Repairers,1.C.7.a,Innovation,IM,Importance,4.09,17,0.14,3.79,4.39,N,Jul-16,Incumbent
493091,Bicycle Repairers,1.C.7.b,Analytical Thinking,IM,Importance,4.59,17,0.11,4.36,4.82,N,Jul-16,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.58,32,0.22,3.13,4.03,N,Jul-15,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.1.b,Persistence,IM,Importance,3.77,32,0.21,3.35,4.19,N,Jul-15,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.1.c,Initiative,IM,Importance,3.66,32,0.22,3.22,4.1,N,Jul-15,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.2.b,Leadership,IM,Importance,3.26,32,0.19,2.87,3.66,N,Jul-15,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.3.a,Cooperation,IM,Importance,4,32,0.2,3.6,4.4,N,Jul-15,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.3.b,Concern for Others,IM,Importance,3.56,32,0.25,3.06,4.06,N,Jul-15,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.3.c,Social Orientation,IM,Importance,3.08,32,0.28,2.5,3.66,N,Jul-15,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.4.a,Self Control,IM,Importance,3.94,32,0.15,3.63,4.24,N,Jul-15,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.4.b,Stress Tolerance,IM,Importance,3.75,32,0.15,3.44,4.06,N,Jul-15,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.83,32,0.17,3.49,4.17,N,Jul-15,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.5.a,Dependability,IM,Importance,4.3,32,0.17,3.95,4.65,N,Jul-15,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.37,32,0.26,3.83,4.91,N,Jul-15,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.5.c,Integrity,IM,Importance,4.08,31,0.24,3.58,4.58,N,Jul-15,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.6,Independence,IM,Importance,3.94,31,0.23,3.46,4.42,N,Jul-15,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.7.a,Innovation,IM,Importance,3.35,31,0.29,2.75,3.95,N,Jul-15,Incumbent
493092,Recreational Vehicle Service Technicians,1.C.7.b,Analytical Thinking,IM,Importance,3.6,30,0.24,3.11,4.09,N,Jul-15,Incumbent
493093,Tire Repairers and Changers,1.C.1.a,Achievement/Effort,IM,Importance,3.75,26,0.38,2.97,4.53,N,Jul-14,Incumbent
493093,Tire Repairers and Changers,1.C.1.b,Persistence,IM,Importance,3.62,26,0.32,2.95,4.29,N,Jul-14,Incumbent
493093,Tire Repairers and Changers,1.C.1.c,Initiative,IM,Importance,3.78,26,0.2,3.36,4.2,N,Jul-14,Incumbent
